Code
ARTH -
JP   -
PPAL -
IMBA -
TRAN -
LASO -
DRST -
FRLS -
SGMT -
ESL  -
HIST -
ANTH -
CDIS -
PRAC -
MUSI -
FREN -
POR  -
LAW  -
SPAN -
SLST -
CRIM -
PSYC -
RU   -
THST -
CHEM -
NATS -
ARB -
JICO -
IT   -
FINE -
GEOG -
EMBA -
DRAA -
JC -
ENVS -
CLTR -
LA   -
JUDS -
GER  -
SWAH -
ILST -
EN   -
BUSI -
COMN -
SPTH -
ENG -
COOP -
FR   -
URST -
HUMA -
ORGS -
MKTG -
INDS -
INTL -
EDUC -
MODR -
PRJL -
MACC -
MIST -
FACC -
GFWS -
MFIN -
DVST -
EDFE -
CH   -
MDES -
EDJI -
THEA -
FAST -
LAL -
SP   -
MATH -
LING -
ETHC -
RELS -
PHIL -
DEMS -
DCAD -
FACS -
KINE -
PKIN -
LREL -
NURS -
STS  -
INST -
WRIT -
FSL -
LLS -
VISA -
PLCY -
SOSC -
HND -
TYP -
HLTH -
HEB  -
GWST -
ITEC -
MECH -
POLS -
CDNS -
COGS -
JIMA -
WKST -
IBUS -
PHYS -
COST -
GKM -
ARTM -
EDPR -
PANF -
KAHS -
TESL -
CAW -
FNEN -
SCIE -
IHST -
KOR -
CSLA -
PPAS -
WKLS -
FRAN -
YDSH -
PRWR -
INDV -
HRM -
LIN -
PRIJ -
PRJM -
OMIS -
ESSE -
JILA -
YSDN -
DATT -
EXCH -
ADMS -
MBAN -
PIA -
PROP -
EDPJ -
FILM -
CIVL -
CMCT -
BSUS -
SOWK -
ENVB -
SOCI -
INTE -
GK   -
PHED -
DANC -
ENTR -
FNSV -
DLLL -
RYER -
ACTG -
SXST -
MGMT -
WMST -
ENSL -
CSE -
HLST -
ESS  -
PERS -
TRAS -
BC   -
BLIS -
ASL  -
TECH -
HIMP -
BPHS -
OVGS -
HREQ -
BIOL -
BUEC -
CAT -
MINE -
SOCM -
BCHM -
EECS -
INFA -
PUBL -
ECON -
