Code
ACTG -
ADMB -
ADMS -
ANTH -
ARB -
ARTH -
ASL  -
BC   -
BCHM -
BIOL -
BLIS -
BPHS -
BSUS -
CDIS -
CDNS -
CH   -
CHEM -
CLTR -
CMCT -
COMN -
COOP -
CRIM -
DANC -
DATT -
DEMS -
DESN -
DRST -
DVST -
ECON -
EDUC -
EECS -
EIL -
EMBA -
EN   -
ENG -
ENTR -
ENVB -
ENVS -
ESL  -
ESS  -
ESSE -
EXCH -
FACC -
FILM -
FINE -
FNEN -
FNSV -
FR   -
FRAN -
FREN -
FRLS -
FSL -
GEOG -
GER  -
GFWS -
GWST -
HIMP -
HIST -
HLST -
HREQ -
HRM -
HUMA -
IBUS -
ILST -
IMBA -
INST -
IT   -
ITEC -
JC -
JICO -
KAHS -
KINE -
KOR -
LA   -
LAL -
LAW  -
LIN -
LING -
MACC -
MATH -
MBAN -
MECH -
MFIN -
MGMT -
MIST -
MKTG -
MODR -
MUSI -
NATS -
NURS -
OMIS -
ORGS -
PHIL -
PHYS -
PIA -
PJMS -
PKIN -
POLS -
PPAL -
PPAS -
PRIJ -
PROP -
PSYC -
SGMT -
SLST -
SOCI -
SOCM -
SOSC -
SOWK -
SP   -
SPTH -
STS  -
THEA -
THST -
TRAN -
VISA -
WRIT -
YSDN -
